,name,distance,total_elevation_gain,weighted_average_watts,year,month,day,id,summary_polyline,date,decoded_polyline
1,Afternoon Ride,18.1,167.3,153.0,2022,4,10,a6956840241,museFnqjiVAjDMnAGx@?d@CvC@NDPEnA@TFd@LZb@`@dEtCr@`@j@f@jAt@JLDXAf@Db@@^KpBArCBVJ`@Z^H?TUb@Sv@Ih@@x@EPEb@SL@j@Vp@L^If@WVCTB`@PNBfBCjAOpAT|@C|AOlANz@?dAGp@OVCn@L^D@ABOB?JZPB^EIxAOtEStKOxACnA@h@Gn@G`BAfCOpD?HLAIl@CE?SFwCH_AH}Gb@sHNwHRmFCS?{CDkEAqADs@@mDDQ?e@Fq@GkE?qECkBEq@H_BJaE?wBBwAEGE@MCW@]FeA@yDI}EAeDGe@GWKuAy@,2022-04-10,"[(37.78919, -122.28392), (37.7892, -122.28478), (37.78927, -122.28518), (37.78931, -122.28547), (37.78931, -122.28566), (37.78933, -122.28642), (37.78932, -122.2865), (37.78929, -122.28659), (37.78932, -122.28699), (37.78931, -122.2871), (37.78927, -122.28729), (37.7892, -122.28743), (37.78902, -122.2876), (37.78803, -122.28835), (37.78777, -122.28852), (37.78755, -122.28872), (37.78717, -122.28899), (37.78711, -122.28906), (37.78708, -122.28919), (37.78709, -122.28939), (37.78706, -122.28957), (37.78705, -122.28973), (37.78711, -122.2903), (37.78712, -122.29104), (37.7871, -122.29116), (37.78704, -122.29133), (37.7869, -122.29149), (37.78685, -122.29149), (37.78674, -122.29138), (37.78656, -122.29128), (37.78628, -122.29123), (37.78607, -122.29124), (37.78578, -122.29121), (37.78569, -122.29118), (37.78551, -122.29108), (37.78544, -122.29109), (37.78522, -122.29121), (37.78497, -122.29128), (37.78481, -122.29123), (37.78461, -122.29111), (37.78449, -122.29109), (37.78438, -122.29111), (37.78421, -122.2912), (37.78413, -122.29122), (37.78361, -122.2912), (37.78323, -122.29112), (37.78282, -122.29123), (37.78251, -122.29121), (37.78204, -122.29113), (37.78165, -122.29121), (37.78135, -122.29121), (37.781, -122.29117), (37.78075, -122.29109), (37.78063, -122.29107), (37.78039, -122.29114), (37.78023, -122.29117), (37.78022, -122.29116), (37.7802, -122.29108), (37.78018, -122.29108), (37.78012, -122.29122), (37.78003, -122.29124), (37.77987, -122.29121), (37.77992, -122.29166), (37.78, -122.29273), (37.7801, -122.29476), (37.78018, -122.29521), (37.7802, -122.29561), (37.78019, -122.29582), (37.78023, -122.29606), (37.78027, -122.29655), (37.78028, -122.29723), (37.78036, -122.29812), (37.78036, -122.29817), (37.78029, -122.29816), (37.78034, -122.29839), (37.78036, -122.29836), (37.78036, -122.29826), (37.78032, -122.2975), (37.78027, -122.29718), (37.78022, -122.29575), (37.78004, -122.29421), (37.77996, -122.29265), (37.77986, -122.29146), (37.77988, -122.29136), (37.77988, -122.29058), (37.77985, -122.28956), (37.77986, -122.28915), (37.77983, -122.28889), (37.77982, -122.28802), (37.77979, -122.28793), (37.77979, -122.28774), (37.77975, -122.28749), (37.77979, -122.28647), (37.77979, -122.28542), (37.77981, -122.28488), (37.77984, -122.28463), (37.77979, -122.28415), (37.77973, -122.28318), (37.77973, -122.28258), (37.77971, -122.28214), (37.77974, -122.2821), (37.77977, -122.28211), (37.77984, -122.28209), (37.77996, -122.2821), (37.78011, -122.28214), (37.78046, -122.28215), (37.78139, -122.2821), (37.7825, -122.28209), (37.78333, -122.28205), (37.78352, -122.28201), (37.78364, -122.28195), (37.78407, -122.28166)]"
2,Fun with the kiddos,4.0,7.5,,2022,4,9,a6955866591,qkseF|{hiVj@o@~BqAl@q@^_AjBiH^{@^e@nDuC`Ag@nCWt@BTOTk@j@oCXu@fCcC`@y@RcA`@qGQuHD[POpCDd@Od@gCd@kAl@}@xC{CpBqAfAt@v@RhRl@nAGpHJPIP{C@mJPoInDqKp@aCBe@I[WSgOmJ@e@vFaQHq@EYcHeEMa@bAmDX{AhAuD`CiHp@gApB}FnC_JbD_JzBuHhA}Cd@N|LvJxClBJEN_CFkDEmAq@sHqB{N_CwRY_Be@eAq@s@iDaCa@s@aC{AcY{I_IeDSOQg@FkCUyCHsAVmAbCeGfAeApDiCZe@r@aBB]C[sXiRsEiDm@q@wd@ut@uAkEwBkEYoAsFcLU}@YiCsBoDqAq@_@c@iJgRe@AcPlNYG{GyMgL}UsAwD}DoGg@sB?eEMg@AwAOGqARsCrAYGwAaAcAOoAd@wBtA}D~@{@^oChBwDfDuBlAcDhCiExDqBxC{C|A{BbDsAjC_BzBWEeAuASiADk@GkCH{B\gCTIlB\PUJ{AZc@\I`BHn@k@|AyCf@sBDiAg@gABUv@FlAhAXGN[HyBd@_CEo@KU[WqAJaAgBDcBCcAl@kAj@oD?u@]kAT[r@T~@~AdAb@f@fAb@TNCHSCSS_@_C}BS{@Fm@GUSIw@H[[Kc@Q}@EgBj@qB\eBl@qAdAiAXw@dAeAzB}AlA}C`@wBX]`AJh@ULWPoAbBwAxD_FNq@?iAMw@]q@@StEsFvDoFpJmSz@iCXYzI_A`ATv@v@^tAA`BW~@{BzD_@fAMpATlBh@fAd@`@zGnCzBhAf@l@Rf@TjBMtAUv@_F|GmAfCk@nCc@|G]fA_AhAcC|@o@h@q@nAqAxEyAxKYz[j@lC~D~GlAfDdA|BnNbY|C|GuCxCoN|Q{@pAy@zBgEfM\pDAv@}F~]SFoNwNkAsAF[ON@LfQzQR^n@l@rAxBn@b@hBp@EvAo@|DHXNN`F|@drA~_@dU|IzL`FjVfKpGxB`O`EnI~FjBbB`@r@Rz@x@vGA^MX{Af@_AtAcKdVgDdKCNHVlCdBDReVnt@aJbX?`@LPbHhER\kHnTkA~Ec@zCOvBW~MIrAORYDwDCs@O_Au@Y?iCvAiDnD}@tBe@jCqDFIXCp@LlEAhC_@fEU`Ae@dAcB~A]d@kAdES\_DG_ANyA~@iDjDm@hAcCvIc@n@cCtAgAnA,2022-04-09,"[(37.78761, -122.27535), (37.78739, -122.27511), (37.78675, -122.2747), (37.78652, -122.27445), (37.78636, -122.27413), (37.78582, -122.27264), (37.78566, -122.27234), (37.7855, -122.27215), (37.78462, -122.2714), (37.78429, -122.2712), (37.78357, -122.27108), (37.7833, -122.2711), (37.78319, -122.27102), (37.78308, -122.2708), (37.78286, -122.27008), (37.78273, -122.26981), (37.78205, -122.26915), (37.78188, -122.26886), (37.78178, -122.26852), (37.78161, -122.26715), (37.7817, -122.2656), (37.78167, -122.26546), (37.78158, -122.26538), (37.78085, -122.26541), (37.78066, -122.26533), (37.78047, -122.26465), (37.78028, -122.26427), (37.78005, -122.26396), (37.77928, -122.26318), (37.77871, -122.26277), (37.77835, -122.26304), (37.77807, -122.26314), (37.77498, -122.26337), (37.77458, -122.26333), (37.77305, -122.26339), (37.77296, -122.26334), (37.77287, -122.26256), (37.77286, -122.26073), (37.77277, -122.25905), (37.77189, -122.25704), (37.77164, -122.25639), (37.77162, -122.2562), (37.77167, -122.25606), (37.77179, -122.25596), (37.77439, -122.25413), (37.77438, -122.25394), (37.77314, -122.25105), (37.77309, -122.2508), (37.77312, -122.25067), (37.77458, -122.24968), (37.77465, -122.24951), (37.77431, -122.24864), (37.77418, -122.24818), (37.77381, -122.24727), (37.77316, -122.24578), (37.77291, -122.24542), (37.77234, -122.24415), (37.77162, -122.24239), (37.7708, -122.24063), (37.77018, -122.23908), (37.76981, -122.23829), (37.76962, -122.23837), (37.76739, -122.24025), (37.76662, -122.2408), (37.76656, -122.24077), (37.76648, -122.24013), (37.76644, -122.23927), (37.76647, -122.23888), (37.76672, -122.23734), (37.76729, -122.2348), (37.76793, -122.23164), (37.76806, -122.23116), (37.76825, -122.23081), (37.7685, -122.23055), (37.76935, -122.2299), (37.76952, -122.22964), (37.77017, -122.22918), (37.77435, -122.22744), (37.77595, -122.22661), (37.77605, -122.22653), (37.77614, -122.22633), (37.7761, -122.22563), (37.77621, -122.22486), (37.77616, -122.22444), (37.77604, -122.22405), (37.77538, -122.22274), (37.77502, -122.22239), (37.77413, -122.2217), (37.77399, -122.22151), (37.77373, -122.22102), (37.77371, -122.22087), (37.77373, -122.22073), (37.77783, -122.21764), (37.77889, -122.21679), (37.77912, -122.21654), (37.78516, -122.20795), (37.78559, -122.20693), (37.78619, -122.20591), (37.78632, -122.20551), (37.78754, -122.20341), (37.78765, -122.2031), (37.78778, -122.20241), (37.78836, -122.20153), (37.78877, -122.20128), (37.78893, -122.2011), (37.79074, -122.19802), (37.79093, -122.19801), (37.79367, -122.20048), (37.7938, -122.20044), (37.79522, -122.19807), (37.79734, -122.1944), (37.79776, -122.19348), (37.79871, -122.19212), (37.79891, -122.19154), (37.79891, -122.19055), (37.79898, -122.19035), (37.79899, -122.18991), (37.79907, -122.18987), (37.79948, -122.18997), (37.80022, -122.19039), (37.80035, -122.19035), (37.80079, -122.19002), (37.80113, -122.18994), (37.80153, -122.19013), (37.80213, -122.19056), (37.80308, -122.19088), (37.80338, -122.19104), (37.8041, -122.19157), (37.80502, -122.19241), (37.80561, -122.1928), (37.80643, -122.19349), (37.80744, -122.19442), (37.80801, -122.19519), (37.80879, -122.19566), (37.80941, -122.19648), (37.80983, -122.19718), (37.81031, -122.1978), (37.81043, -122.19777), (37.81078, -122.19734), (37.81088, -122.19697), (37.81085, -122.19675), (37.81089, -122.19605), (37.81084, -122.19543), (37.81069, -122.19475), (37.81058, -122.1947), (37.81003, -122.19485), (37.80994, -122.19474), (37.80988, -122.19428), (37.80974, -122.1941), (37.80959, -122.19405), (37.8091, -122.1941), (37.80886, -122.19388), (37.80839, -122.19311), (37.80819, -122.19253), (37.80816, -122.19216), (37.80836, -122.1918), (37.80834, -122.19169), (37.80806, -122.19173), (37.80767, -122.1921), (37.80754, -122.19206), (37.80746, -122.19192), (37.80741, -122.19131), (37.80722, -122.19067), (37.80725, -122.19043), (37.80731, -122.19032), (37.80745, -122.1902), (37.80786, -122.19026), (37.80819, -122.18974), (37.80816, -122.18924), (37.80818, -122.1889), (37.80795, -122.18852), (37.80773, -122.18764), (37.80773, -122.18737), (37.80788, -122.18699), (37.80777, -122.18685), (37.80751, -122.18696), (37.80719, -122.18744), (37.80684, -122.18762), (37.80664, -122.18798), (37.80646, -122.18809), (37.80638, -122.18807), (37.80633, -122.18797), (37.80635, -122.18787), (37.80645, -122.18771), (37.80709, -122.18708), (37.80719, -122.18678), (37.80715, -122.18655), (37.80719, -122.18644), (37.80729, -122.18639), (37.80757, -122.18644), (37.80771, -122.1863), (37.80777, -122.18612), (37.80786, -122.18581), (37.80789, -122.18529), (37.80767, -122.18472), (37.80752, -122.18421), (37.80729, -122.1838), (37.80694, -122.18343), (37.80681, -122.18315), (37.80646, -122.1828), (37.80584, -122.18233), (37.80545, -122.18154), (37.80528, -122.18094), (37.80515, -122.18079), (37.80482, -122.18085), (37.80461, -122.18074), (37.80454, -122.18062), (37.80445, -122.18022), (37.80395, -122.17978), (37.80302, -122.17866), (37.80294, -122.17841), (37.80294, -122.17804), (37.80301, -122.17776), (37.80316, -122.17751), (37.80315, -122.17741), (37.80208, -122.17619), (37.80116, -122.17499), (37.79931, -122.17172), (37.79901, -122.17103), (37.79888, -122.1709), (37.79714, -122.17058), (37.79681, -122.17069), (37.79653, -122.17097), (37.79637, -122.1714), (37.79638, -122.17189), (37.7965, -122.17221), (37.79712, -122.17315), (37.79728, -122.17351), (37.79735, -122.17392), (37.79724, -122.17447), (37.79703, -122.17483), (37.79684, -122.175), (37.79542, -122.17572), (37.7948, -122.17609), (37.7946, -122.17632), (37.7945, -122.17652), (37.79439, -122.17706), (37.79446, -122.17749), (37.79457, -122.17777), (37.79569, -122.1792), (37.79608, -122.17988), (37.7963, -122.1806), (37.79648, -122.18203), (37.79663, -122.18239), (37.79695, -122.18276), (37.79761, -122.18307), (37.79785, -122.18328), (37.7981, -122.18368), (37.79851, -122.18477), (37.79896, -122.18682), (37.79909, -122.19144), (37.79887, -122.19215), (37.79791, -122.19359), (37.79752, -122.19443), (37.79717, -122.19506), (37.79469, -122.19924), (37.7939, -122.20067), (37.79465, -122.20144), (37.79713, -122.20447), (37.79743, -122.20488), (37.79772, -122.2055), (37.79872, -122.20778), (37.79857, -122.20867), (37.79858, -122.20895), (37.79985, -122.21391), (37.79995, -122.21395), (37.80243, -122.21143), (37.80281, -122.21101), (37.80277, -122.21087), (37.80285, -122.21095), (37.80284, -122.21102), (37.79992, -122.21404), (37.79982, -122.2142), (37.79958, -122.21443), (37.79916, -122.21504), (37.79892, -122.21522), (37.79839, -122.21547), (37.79842, -122.21591), (37.79866, -122.21686), (37.79861, -122.21699), (37.79853, -122.21707), (37.7974, -122.21738), (37.78409, -122.22266), (37.78054, -122.22441), (37.77832, -122.22554), (37.77458, -122.2275), (37.77321, -122.22811), (37.77064, -122.22908), (37.76896, -122.23036), (37.76842, -122.23086), (37.76825, -122.23112), (37.76815, -122.23142), (37.76786, -122.23282), (37.76787, -122.23298), (37.76794, -122.23311), (37.7684, -122.23331), (37.76872, -122.23374), (37.77066, -122.23745), (37.7715, -122.2394), (37.77152, -122.23948), (37.77147, -122.2396), (37.77076, -122.24011), (37.77073, -122.24021), (37.77444, -122.24877), (37.77621, -122.25279), (37.77621, -122.25296), (37.77614, -122.25305), (37.77468, -122.25406), (37.77458, -122.25421), (37.77608, -122.25765), (37.77646, -122.25877), (37.77664, -122.25955), (37.77672, -122.26015), (37.77684, -122.26255), (37.77689, -122.26297), (37.77697, -122.26307), (37.7771, -122.2631), (37.77802, -122.26308), (37.77828, -122.263), (37.7786, -122.26273), (37.77873, -122.26273), (37.77942, -122.26317), (37.78027, -122.26405), (37.78058, -122.26464), (37.78077, -122.26534), (37.78166, -122.26538), (37.78171, -122.26551), (37.78173, -122.26576), (37.78166, -122.26679), (37.78167, -122.26748), (37.78183, -122.26848), (37.78194, -122.26881), (37.78213, -122.26916), (37.78263, -122.26964), (37.78278, -122.26983), (37.78316, -122.27082), (37.78326, -122.27097), (37.78406, -122.27093), (37.78438, -122.27101), (37.78483, -122.27133), (37.78568, -122.27219), (37.78591, -122.27256), (37.78657, -122.27428), (37.78675, -122.27452), (37.78741, -122.27495), (37.78777, -122.27535)]"
3,Monterey - Butters,20.4,1355.0,166.0,2022,4,9,a6947233958,okseF|{hiV`AaArBkAj@s@j@_B|AcGXm@`@g@tAoAfCmBx@OzCIXKN]~@wD\k@bA}@l@s@Zo@Ps@^eDLgCQaF?kBFKTGzBBj@GLS`@}B\}@dA{Ar@q@J@@lAS`L?vGUhH@pEQfEFdApArHJdBCr@Gp@KZ_@f@EZHn@KrAHpCHnARh@JrCQhJCzCm@d[G|@Bl@HbPGx@CtCIbM@dAu@Ne@Bob@JuAHsA\{Ar@{EvCoAz@k@f@}@vAc@hAWpAMpAeAze@_@tHU`BDPHCL_An@sIbAqf@RcBb@_Bp@qAz@_AlJyFzAc@|AQbE?RDDPY`MEp@[~OIn@i@z@Qd@MbB}@hf@Er@_@pB[dQ?h@HTTFnI\nIZhDKdHVRFDH@h@DHP@FQSc@e@Sk@KyEOkBHmEUQMCKdBo}@HQRAnFd@rDNb@ETODa@NmFNiITuDT_MLgDFOfFUjHPnAA\Kn@g@~G?z@KjA_@vAmAz@sAdD{H`AiB~@yBt@kB^mBNUVEdCJlE?dAJn@j@~BdDbBtB~@n@fA`@hAHfAIpAe@pCuAv@GTQJo@\_A\yAbDyTAi@YUC@?HRHHJIfAuCpRi@|B]n@m@Ve@j@wDpBeAR{@BgAMaA_@eA}@cFeHc@]}@M{BIeFCUIEK?aDT{YRkUD_AA_DPoNB_BDWXOnBEvDH`AHjAAl@Ih@Uf@]jBmBf@_@t@a@x@QrCExAKnSAj@I^_@pT_y@l`@myAv@iC@MEYu@o@CKD[pB{HfHu\@i@Ke@Q[}@eA?[rAcC`@oBPo@\a@d@[DK@k@FULM\GLc@FGl@APGLWAk@]QiCY_AeAYe@Sw@UiDSgA[cAe@{@iD_EoF{FsKeMaG{GgDsD_Ay@kAi@oAY{Mu@gBEoAPkA^o@`@gA`AmJfOw@vA}ErLcDlH]XmCn@a@Z_@j@qJnUc@x@e@bB{BpGCTFPhC~ANR_KdZyMna@qExMa@tA?VNRfHhEFFHTOr@{@zBqFhPw@dDi@zDOpBYjOG\MLUDeEIq@Ss@o@IEUBgCzA_DdDa@p@e@nAMh@OjAIVGDc@@cBIWHOVIl@?|AJjB@nBUhDUlBq@~A{AtAc@p@]bAk@hCQJqAIoBHs@R{AbAoClCc@r@_CvIe@~@[^qBhAkAnA,2022-04-09,"[(37.7876, -122.27535), (37.78727, -122.27502), (37.78669, -122.27464), (37.78647, -122.27438), (37.78625, -122.2739), (37.78578, -122.2726), (37.78565, -122.27237), (37.78548, -122.27217), (37.78505, -122.27177), (37.78437, -122.27122), (37.78408, -122.27114), (37.7833, -122.27109), (37.78317, -122.27103), (37.78309, -122.27088), (37.78277, -122.26996), (37.78262, -122.26974), (37.78228, -122.26943), (37.78205, -122.26917), (37.78191, -122.26893), (37.78182, -122.26867), (37.78166, -122.26784), (37.78159, -122.26716), (37.78168, -122.26603), (37.78168, -122.26549), (37.78164, -122.26543), (37.78153, -122.26539), (37.78091, -122.26541), (37.78069, -122.26537), (37.78062, -122.26527), (37.78045, -122.26464), (37.7803, -122.26433), (37.77995, -122.26387), (37.77969, -122.26362), (37.77963, -122.26363), (37.77962, -122.26402), (37.77972, -122.26611), (37.77972, -122.26751), (37.77983, -122.269), (37.77982, -122.27005), (37.77991, -122.27105), (37.77987, -122.2714), (37.77946, -122.27294), (37.7794, -122.27345), (37.77942, -122.27371), (37.77946, -122.27396), (37.77952, -122.2741), (37.77968, -122.2743), (37.77971, -122.27444), (37.77966, -122.27468), (37.77972, -122.2751), (37.77967, -122.27583), (37.77962, -122.27623), (37.77952, -122.27644), (37.77946, -122.27718), (37.77955, -122.27899), (37.77957, -122.27977), (37.7798, -122.28428), (37.77984, -122.28459), (37.77982, -122.28482), (37.77977, -122.28756), (37.77981, -122.28785), (37.77983, -122.2886), (37.77988, -122.29086), (37.77987, -122.29121), (37.78014, -122.29129), (37.78033, -122.29131), (37.78601, -122.29137), (37.78644, -122.29142), (37.78686, -122.29157), (37.78732, -122.29183), (37.78842, -122.29259), (37.78882, -122.29289), (37.78904, -122.29309), (37.78935, -122.29353), (37.78953, -122.2939), (37.78965, -122.29431), (37.78972, -122.29472), (37.79007, -122.30094), (37.79023, -122.30249), (37.79034, -122.30298), (37.79031, -122.30307), (37.79026, -122.30305), (37.79019, -122.30273), (37.78995, -122.30103), (37.78961, -122.2947), (37.78951, -122.2942), (37.78933, -122.29372), (37.78908, -122.29331), (37.78878, -122.29299), (37.78695, -122.29174), (37.78649, -122.29156), (37.78602, -122.29147), (37.78504, -122.29147), (37.78494, -122.2915), (37.78491, -122.29159), (37.78504, -122.29384), (37.78507, -122.29409), (37.78521, -122.29681), (37.78526, -122.29705), (37.78547, -122.29735), (37.78556, -122.29754), (37.78563, -122.29804), (37.78594, -122.30433), (37.78597, -122.30459), (37.78613, -122.30516), (37.78627, -122.30807), (37.78627, -122.30828), (37.78622, -122.30839), (37.78611, -122.30843), (37.78443, -122.30858), (37.78275, -122.30872), (37.7819, -122.30866), (37.78043, -122.30878), (37.78033, -122.30882), (37.7803, -122.30887), (37.78029, -122.30908), (37.78026, -122.30913), (37.78017, -122.30914), (37.78013, -122.30905), (37.78023, -122.30887), (37.78042, -122.30877), (37.78064, -122.30871), (37.78173, -122.30863), (37.78227, -122.30868), (37.7833, -122.30857), (37.78339, -122.3085), (37.78341, -122.30844), (37.7829, -122.29844), (37.78285, -122.29835), (37.78275, -122.29834), (37.78155, -122.29853), (37.78065, -122.29861), (37.78047, -122.29858), (37.78036, -122.2985), (37.78033, -122.29833), (37.78025, -122.29714), (37.78017, -122.29549), (37.78006, -122.29458), (37.77995, -122.29234), (37.77988, -122.2915), (37.77984, -122.29142), (37.77868, -122.29131), (37.77718, -122.2914), (37.77678, -122.29139), (37.77663, -122.29133), (37.77639, -122.29113), (37.77495, -122.29113), (37.77465, -122.29107), (37.77427, -122.29091), (37.77383, -122.29052), (37.77353, -122.2901), (37.7727, -122.28852), (37.77237, -122.28799), (37.77205, -122.28738), (37.77178, -122.28684), (37.77162, -122.28629), (37.77154, -122.28618), (37.77142, -122.28615), (37.77075, -122.28621), (37.76972, -122.28621), (37.76937, -122.28627), (37.76913, -122.28649), (37.76849, -122.28732), (37.76799, -122.28791), (37.76767, -122.28815), (37.76731, -122.28832), (37.76694, -122.28837), (37.76658, -122.28832), (37.76617, -122.28813), (37.76544, -122.2877), (37.76516, -122.28766), (37.76505, -122.28757), (37.76499, -122.28733), (37.76484, -122.28701), (37.76469, -122.28656), (37.76387, -122.28307), (37.76388, -122.28286), (37.76401, -122.28275), (37.76403, -122.28276), (37.76403, -122.28281), (37.76393, -122.28286), (37.76388, -122.28292), (37.76393, -122.28328), (37.76468, -122.28641), (37.76489, -122.28704), (37.76504, -122.28728), (37.76527, -122.2874), (37.76546, -122.28762), (37.76638, -122.28819), (37.76673, -122.28829), (37.76703, -122.28831), (37.76739, -122.28824), (37.76772, -122.28808), (37.76807, -122.28777), (37.76921, -122.2863), (37.76939, -122.28615), (37.7697, -122.28608), (37.77032, -122.28603), (37.77147, -122.28601), (37.77158, -122.28596), (37.77161, -122.2859), (37.77161, -122.28509), (37.7715, -122.28079), (37.7714, -122.27721), (37.77137, -122.27689), (37.77138, -122.27609), (37.77129, -122.27361), (37.77127, -122.27313), (37.77124, -122.27301), (37.77111, -122.27293), (37.77055, -122.2729), (37.76963, -122.27295), (37.7693, -122.273), (37.76892, -122.27299), (37.76869, -122.27294), (37.76848, -122.27283), (37.76828, -122.27268), (37.76774, -122.27213), (37.76754, -122.27197), (37.76727, -122.2718), (37.76698, -122.27171), (37.76624, -122.27168), (37.76579, -122.27162), (37.76251, -122.27161), (37.76229, -122.27156), (37.76213, -122.2714), (37.75868, -122.26212), (37.75333, -122.24765), (37.75305, -122.24696), (37.75304, -122.24689), (37.75307, -122.24676), (37.75334, -122.24652), (37.75336, -122.24646), (37.75333, -122.24632), (37.75276, -122.24474), (37.75128, -122.23999), (37.75127, -122.23978), (37.75133, -122.23959), (37.75142, -122.23945), (37.75173, -122.2391), (37.75173, -122.23896), (37.75131, -122.2383), (37.75114, -122.23774), (37.75105, -122.2375), (37.7509, -122.23733), (37.75071, -122.23719), (37.75068, -122.23713), (37.75067, -122.23691), (37.75063, -122.2368), (37.75056, -122.23673), (37.75041, -122.23669), (37.75034, -122.23651), (37.7503, -122.23647), (37.75007, -122.23646), (37.74998, -122.23642), (37.74991, -122.2363), (37.74992, -122.23608), (37.75007, -122.23599), (37.75076, -122.23586), (37.75108, -122.23551), (37.75121, -122.23532), (37.75131, -122.23504), (37.75142, -122.23419), (37.75152, -122.23383), (37.75166, -122.23349), (37.75185, -122.23319), (37.7527, -122.23223), (37.7539, -122.23097), (37.75592, -122.2287), (37.75721, -122.22728), (37.75805, -122.22638), (37.75837, -122.22609), (37.75875, -122.22588), (37.75915, -122.22575), (37.76153, -122.22548), (37.76205, -122.22545), (37.76245, -122.22554), (37.76283, -122.2257), (37.76307, -122.22587), (37.76343, -122.2262), (37.76526, -122.2288), (37.76554, -122.22924), (37.76665, -122.23142), (37.76747, -122.23293), (37.76762, -122.23306), (37.76833, -122.2333), (37.7685, -122.23344), (37.76866, -122.23366), (37.77051, -122.23726), (37.77069, -122.23755), (37.77088, -122.23805), (37.7715, -122.23942), (37.77152, -122.23953), (37.77148, -122.23962), (37.77079, -122.2401), (37.77071, -122.2402), (37.77263, -122.24455), (37.775, -122.25007), (37.77605, -122.25244), (37.77622, -122.25287), (37.77622, -122.25299), (37.77614, -122.25309), (37.77466, -122.2541), (37.77462, -122.25414), (37.77457, -122.25425), (37.77465, -122.25451), (37.77495, -122.25513), (37.77616, -122.2579), (37.77644, -122.25873), (37.77665, -122.25967), (37.77673, -122.26024), (37.77686, -122.26286), (37.7769, -122.26301), (37.77697, -122.26308), (37.77708, -122.26311), (37.77807, -122.26306), (37.77832, -122.26296), (37.77858, -122.26272), (37.77863, -122.26269), (37.77874, -122.26271), (37.77942, -122.26317), (37.78022, -122.264), (37.78039, -122.26425), (37.78058, -122.26465), (37.78065, -122.26486), (37.78073, -122.26524), (37.78078, -122.26536), (37.78082, -122.26539), (37.781, -122.2654), (37.7815, -122.26535), (37.78162, -122.2654), (37.7817, -122.26552), (37.78175, -122.26575), (37.78175, -122.26622), (37.78169, -122.26676), (37.78168, -122.26732), (37.78179, -122.26817), (37.7819, -122.26872), (37.78215, -122.2692), (37.78261, -122.26963), (37.78279, -122.26988), (37.78294, -122.27022), (37.78316, -122.27091), (37.78325, -122.27097), (37.78366, -122.27092), (37.78422, -122.27097), (37.78448, -122.27107), (37.78494, -122.27141), (37.78566, -122.27212), (37.78584, -122.27238), (37.78648, -122.2741), (37.78667, -122.27442), (37.78681, -122.27458), (37.78738, -122.27495), (37.78776, -122.27535)]"
