,distance,moving_time,elapsed_time,total_elevation_gain,type,id,achievement_count,kudos_count,comment_count,photo_count,trainer,average_speed,max_speed,average_cadence,average_temp,average_watts,max_watts,weighted_average_watts,kilojoules,average_heartrate,max_heartrate,elev_high,pr_count,total_photo_count,suffer_score,year,month,day,weekday,hour
186,20.7,1.6,1.9,262.8,Ride,356965559,1,7,2,0,False,5.602,9.0,68.8,28.0,58.9,380.0,84.0,349.8,102.1,158.0,169.6,0,0,23.0,2015,July,29,Wednesday,17
187,20.6,1.4,1.5,300.5,Ride,355517537,6,5,0,0,False,6.452,10.3,75.8,24.0,94.5,365.0,106.0,484.5,127.2,153.0,168.3,0,0,33.0,2015,July,27,Monday,18
188,20.6,1.4,1.5,316.3,Ride,354894754,24,7,1,0,False,6.616,11.9,73.6,26.0,114.8,549.0,137.0,576.4,141.6,176.0,177.2,5,0,49.0,2015,July,26,Sunday,17
189,6.0,2.0,2.0,0.0,Run,353979860,0,0,0,0,False,1.341,0.0,,,,,,,,,,0,0,,2015,July,25,Saturday,14
190,11.8,0.8,0.9,294.9,Ride,353741266,1,3,0,0,False,6.319,15.4,,,131.2,,,395.9,,,214.2,0,0,,2015,July,25,Saturday,10
191,23.1,1.9,2.0,254.9,Ride,353351945,0,3,0,0,False,5.446,9.3,64.7,24.0,69.4,370.0,82.0,473.3,108.8,157.0,169.6,0,0,31.0,2015,July,24,Friday,17
192,20.9,2.0,2.2,414.7,Ride,352746171,7,5,0,0,False,4.734,9.5,54.5,23.0,51.6,381.0,78.0,366.0,97.7,151.0,168.3,1,0,25.0,2015,July,23,Thursday,18
193,20.5,1.3,1.4,369.8,Ride,352012060,28,6,0,0,False,6.94,11.4,74.7,23.0,129.2,413.0,141.0,613.6,149.5,169.0,170.3,11,0,55.0,2015,July,22,Wednesday,19
194,14.1,1.4,1.8,377.3,Ride,350523084,1,7,0,0,False,4.675,11.6,52.6,28.0,51.7,333.0,78.0,251.5,102.4,154.0,176.2,0,0,20.0,2015,July,20,Monday,18
195,26.1,2.6,3.6,522.3,Ride,349792835,18,3,0,0,False,4.463,10.4,50.8,34.0,40.9,362.0,64.0,385.5,107.5,160.0,171.9,4,0,43.0,2015,July,19,Sunday,12
196,3.1,0.3,0.3,119.4,Ride,349044818,0,3,0,0,False,5.248,11.4,,,119.6,,,114.8,,,168.6,0,0,,2015,July,18,Saturday,20
197,10.1,0.6,0.7,648.6,Ride,349053418,0,3,0,0,False,7.234,14.6,67.8,23.0,136.6,460.0,157.0,308.3,,,623.0,0,0,,2015,July,18,Saturday,18
198,11.1,0.8,0.8,909.8,Ride,349053416,0,3,0,0,False,6.246,15.1,66.7,25.0,123.6,443.0,150.0,354.3,,,627.3,0,0,,2015,July,18,Saturday,13
199,3.2,0.2,0.3,0.0,Ride,349013337,0,3,0,0,False,6.015,10.4,,,72.7,,,62.4,,,165.4,0,0,,2015,July,18,Saturday,11
0,40.8,2.7,3.4,2065.6,Ride,339859638,46,4,0,0,False,6.645,19.2,71.5,26.0,112.9,494.0,142.0,1115.5,151.8,178.0,545.6,19,0,121.0,2015,July,5,Sunday,11
1,21.5,1.5,1.5,234.3,Ride,339192274,21,3,0,0,False,6.445,10.8,69.0,23.0,115.3,755.0,134.0,617.6,142.4,176.0,178.8,8,0,47.0,2015,July,4,Saturday,16
2,13.4,1.0,1.0,182.4,Ride,338325373,2,3,0,0,False,6.15,14.0,,,124.9,,,437.4,,,171.9,0,0,,2015,July,3,Friday,12
3,30.1,2.0,2.1,699.1,Ride,334195100,93,6,0,0,False,6.704,12.2,73.8,18.0,111.9,597.0,140.0,808.4,142.7,177.0,214.2,63,0,66.0,2015,June,27,Saturday,11
4,20.3,1.3,1.3,310.7,Ride,333068314,41,8,0,0,False,7.114,10.4,78.8,22.0,131.3,556.0,142.0,603.0,150.0,170.0,170.3,21,0,47.0,2015,June,25,Thursday,18
5,20.5,1.6,1.7,259.2,Ride,330288372,5,5,2,0,False,5.915,9.3,65.0,29.0,79.6,1042.0,95.0,444.4,132.3,168.0,241.5,2,0,39.0,2015,June,21,Sunday,14
6,30.0,2.2,3.8,1208.3,Ride,324692867,27,7,0,0,False,6.203,16.9,66.8,28.0,86.8,464.0,112.0,676.6,136.4,171.0,545.9,5,0,63.0,2015,June,13,Saturday,10
7,25.2,2.3,3.7,351.4,Ride,320631639,11,5,0,0,False,4.975,12.0,52.2,23.0,54.1,749.0,102.0,441.4,113.1,235.0,169.3,4,1,41.0,2015,June,7,Sunday,12
8,32.5,2.9,4.5,1244.1,Ride,319760343,11,5,0,0,False,5.068,15.3,50.9,20.0,59.1,547.0,105.0,609.6,117.2,171.0,545.9,6,0,56.0,2015,June,6,Saturday,10
9,22.2,1.8,3.5,252.3,Ride,315136089,18,5,0,0,False,5.471,14.1,,,95.0,,,620.4,,,167.7,4,0,,2015,May,30,Saturday,16
10,28.8,2.7,3.5,1131.9,Ride,311780965,1,7,0,0,False,4.719,19.0,54.3,28.0,51.8,427.0,89.0,509.9,119.4,165.0,545.6,0,1,54.0,2015,May,25,Monday,12
11,9.7,0.7,0.9,239.2,Ride,311068191,10,3,0,0,False,5.864,10.3,,28.0,91.6,,,244.0,,,168.0,2,0,,2015,May,24,Sunday,15
12,18.2,1.6,2.0,112.9,Ride,311048456,2,4,0,0,False,5.198,10.3,,27.0,66.4,,,374.6,,,169.9,1,0,,2015,May,24,Sunday,12
13,29.0,2.0,2.8,1160.8,Ride,310300776,20,4,0,0,False,6.507,15.8,72.0,20.0,101.6,438.0,117.0,727.9,,,545.9,2,0,,2015,May,23,Saturday,13
14,160.2,10.8,13.2,861.9,Ride,305910217,16,11,1,0,False,6.605,12.2,76.8,13.0,88.3,2131.0,101.0,3447.3,140.3,172.0,181.8,14,1,313.0,2015,May,16,Saturday,5
15,33.4,3.0,5.6,520.3,Ride,302132709,3,8,0,0,False,4.943,18.9,,32.0,60.1,,,653.6,,,166.7,1,1,,2015,May,10,Sunday,13
16,28.6,1.9,2.1,1167.7,Ride,301208075,16,11,0,0,False,6.608,18.8,72.3,17.0,112.0,439.0,130.0,780.7,160.3,183.0,545.9,0,0,112.0,2015,May,9,Saturday,12
17,10.1,1.0,1.0,189.6,Ride,300687038,0,7,0,0,False,4.453,11.1,,,83.7,,,305.2,,,170.3,0,0,,2015,May,8,Friday,17
18,20.7,1.6,1.9,270.3,Ride,300168314,10,8,0,0,False,5.659,12.0,71.2,18.0,72.3,477.0,91.0,425.1,118.8,167.0,170.6,1,0,34.0,2015,May,7,Thursday,18
19,20.7,1.3,1.3,288.7,Ride,298915301,31,8,2,0,False,6.987,9.4,78.6,20.0,119.3,409.0,130.0,567.5,,,169.0,12,0,,2015,May,5,Tuesday,18
20,13.1,1.0,1.0,325.5,Ride,298298906,5,7,0,0,False,5.938,13.2,,,126.5,,,449.9,,,169.0,0,0,,2015,May,4,Monday,17
21,45.8,4.8,6.0,472.8,Ride,297481090,30,9,0,0,False,4.286,11.5,55.6,20.0,37.4,1872.0,77.0,642.3,110.1,166.0,175.2,9,1,83.0,2015,May,3,Sunday,8
22,21.0,1.5,1.6,306.8,Ride,295084371,23,10,0,0,False,6.15,10.8,69.7,18.0,97.3,401.0,118.0,534.9,,,169.9,16,0,,2015,April,29,Wednesday,17
23,13.4,1.2,3.8,379.6,Ride,293215183,1,4,0,0,False,5.107,10.7,,24.0,77.1,,,325.7,,,170.3,0,0,,2015,April,26,Sunday,13
24,27.3,2.6,6.3,320.2,Ride,292455989,14,9,0,0,False,4.714,15.9,,,88.9,,,827.7,,,169.3,1,1,,2015,April,25,Saturday,10
25,22.5,1.8,2.2,316.6,Ride,288744103,6,7,0,0,False,5.493,12.2,65.3,20.0,52.9,310.0,77.0,349.2,,,173.6,0,0,,2015,April,19,Sunday,13
26,40.9,3.0,4.0,1467.2,Ride,287942815,7,5,0,0,False,6.071,18.1,68.9,29.0,71.1,423.0,103.0,770.2,,,551.8,0,1,,2015,April,18,Saturday,10
27,18.5,2.1,7.9,409.1,Ride,283615666,3,5,0,0,False,4.035,15.0,,,68.2,,,504.2,,,165.7,1,0,,2015,April,11,Saturday,15
28,107.0,7.8,10.0,5244.1,Ride,197202825,42,6,0,0,False,6.157,18.3,68.0,22.0,90.4,564.0,113.0,2528.9,147.7,186.0,609.6,26,0,297.0,2014,September,20,Saturday,7
29,28.8,1.9,2.9,1093.5,Ride,194457079,37,4,0,0,False,6.9,16.3,72.2,19.0,108.7,850.0,135.0,729.7,147.0,177.0,545.9,7,0,69.0,2014,September,14,Sunday,9
30,25.9,1.6,1.8,932.4,Ride,177763739,39,6,3,0,False,7.257,14.4,80.4,28.0,119.9,480.0,137.0,690.1,150.4,175.0,545.6,22,0,67.0,2014,August,9,Saturday,9
31,13.1,0.8,0.9,516.7,Ride,173739993,39,3,0,0,False,6.933,11.6,77.0,25.0,116.8,601.0,145.0,354.3,147.1,177.0,176.8,15,0,31.0,2014,July,31,Thursday,19
32,27.6,1.7,1.8,1020.7,Ride,171782348,44,6,0,0,False,7.196,19.0,76.2,32.0,126.2,,,778.4,162.2,183.0,545.9,23,0,106.0,2014,July,27,Sunday,13
33,18.4,1.4,7.3,378.9,Ride,171261405,17,6,0,0,False,5.916,10.7,,31.0,83.0,,,415.6,,,169.9,3,0,,2014,July,26,Saturday,7
34,16.4,1.5,1.7,586.6,Ride,170537741,3,5,0,0,False,4.791,11.1,59.2,25.0,74.5,,,411.1,106.3,166.0,212.9,2,0,24.0,2014,July,24,Thursday,19
35,31.1,2.6,5.3,510.2,Ride,168664372,23,7,3,0,False,5.306,21.1,,32.0,75.2,,,709.7,,,202.1,9,0,,2014,July,20,Sunday,12
36,25.2,2.3,6.3,676.5,Ride,165634065,4,7,0,0,False,4.982,24.9,,32.0,78.5,,,640.3,,,207.7,1,0,,2014,July,13,Sunday,15
37,40.1,3.1,4.6,808.7,Ride,165004945,69,6,2,0,False,5.737,13.2,64.9,33.0,80.6,,,906.5,,,176.5,31,0,,2014,July,12,Saturday,9
38,25.7,2.4,2.9,826.4,Ride,164326220,11,4,0,0,False,4.765,11.4,57.0,25.0,66.5,,,578.5,103.3,169.0,202.1,4,0,35.0,2014,July,10,Thursday,18
39,13.6,0.9,1.0,514.8,Ride,163515636,19,5,2,0,False,6.772,12.0,71.8,31.0,129.7,,,419.3,150.8,174.0,176.2,12,0,34.0,2014,July,8,Tuesday,19
40,40.7,2.7,3.8,1912.1,Ride,162507945,51,6,0,0,False,6.702,17.0,68.7,31.0,122.3,,,1194.8,,,545.6,23,0,,2014,July,6,Sunday,9
41,36.9,2.8,4.3,123.4,Ride,159788449,0,7,0,0,False,5.933,14.4,114.4,30.0,74.9,,,749.5,,,81.0,0,0,,2014,June,29,Sunday,9
42,84.8,6.4,9.5,2269.0,Ride,156892679,6,6,0,0,False,5.946,13.8,64.9,26.0,89.7,,,2059.5,,,282.8,2,0,,2014,June,22,Sunday,6
43,21.6,2.2,3.8,789.4,Ride,152510331,2,5,1,0,False,4.403,20.6,,27.0,70.8,,,560.2,,,201.8,0,0,,2014,June,11,Wednesday,19
44,21.9,1.4,1.4,379.3,Ride,152063965,33,4,0,0,False,7.056,11.3,79.5,24.0,117.1,,,585.5,,,176.2,22,0,,2014,June,10,Tuesday,19
45,31.6,2.5,3.7,1128.3,Ride,150684733,68,5,0,0,False,5.596,11.6,58.8,32.0,95.9,,,871.3,,,169.9,12,0,,2014,June,7,Saturday,12
46,15.3,1.4,2.4,597.1,Ride,149600617,2,3,0,0,False,4.795,12.7,,30.0,62.8,,,321.7,,,410.8,0,0,,2014,June,4,Wednesday,18
47,40.2,2.7,4.2,2030.8,Ride,148345749,41,7,0,0,False,6.703,16.0,71.3,28.0,129.9,,,1253.9,,,545.6,20,0,,2014,June,1,Sunday,9
48,40.8,3.0,3.7,2052.8,Ride,145961131,39,6,0,0,False,6.011,15.2,70.8,33.0,104.0,,,1134.9,,,545.9,5,0,,2014,May,26,Monday,12
49,54.9,4.5,6.1,986.9,Ride,145553411,23,4,0,0,False,5.468,19.0,,30.0,79.3,,,1282.0,,,177.5,4,0,,2014,May,25,Sunday,9
50,20.0,1.8,2.0,542.0,Ride,145106462,32,4,0,0,False,5.091,9.7,53.5,22.0,75.1,,,475.3,,,171.9,15,0,,2014,May,24,Saturday,13
51,26.8,2.0,4.0,407.8,Ride,143730469,13,2,0,0,False,5.876,17.6,,29.0,93.2,,,682.6,,,172.9,6,0,,2014,May,20,Tuesday,19
52,29.0,2.0,2.2,1135.5,Ride,140056577,42,7,0,0,False,6.356,15.8,74.0,32.0,102.3,,,751.8,,,545.6,4,0,,2014,May,11,Sunday,13
53,20.1,1.6,2.0,964.6,Ride,137063315,0,7,3,0,False,5.572,10.3,71.1,20.0,103.9,,,602.0,,,471.5,0,0,,2014,May,3,Saturday,14
54,4.4,0.7,0.7,116.5,Run,95714289,6,0,0,0,False,2.841,9.2,,,,,,,,,134.2,1,0,,2013,November,17,Sunday,15
55,2.0,0.3,0.3,79.7,Run,94965795,0,0,0,0,False,2.878,7.0,,,,,,,,,160.4,0,0,,2013,November,13,Wednesday,20
56,2.4,0.3,0.3,50.9,Run,94609209,4,0,0,0,False,3.064,11.3,,,,,,,,,202.1,0,0,,2013,November,11,Monday,21
57,3.1,0.5,0.5,41.3,Run,94107660,5,1,0,0,False,2.863,12.0,,,,,,,,,128.0,4,0,,2013,November,9,Saturday,13
58,2.4,0.4,0.4,65.9,Run,93277464,1,0,0,0,False,2.783,11.1,,,,,,,,,119.1,1,0,,2013,November,4,Monday,20
59,2.0,0.3,0.3,83.7,Run,92781112,1,0,0,0,False,2.769,4.3,,,,,,,,,121.7,0,0,,2013,November,2,Saturday,15
60,100.1,7.9,9.7,4799.2,Ride,83966808,62,3,1,0,False,5.681,18.6,68.2,22.0,94.4,,,2677.1,139.1,188.0,611.5,5,0,244.0,2013,September,21,Saturday,6
61,98.2,8.7,11.9,2003.6,Ride,81132244,63,3,2,0,False,5.061,12.4,62.9,28.0,64.5,,,2015.3,,,222.4,16,0,,2013,September,8,Sunday,5
62,19.0,1.6,1.6,368.8,Ride,64903257,5,1,0,0,False,5.439,16.1,,33.0,82.8,,,465.5,,,214.9,1,0,,2013,July,4,Thursday,12
63,2.9,0.5,0.5,125.0,Run,64374521,0,1,0,0,False,2.639,8.2,,,,,,,,,253.9,0,0,,2013,July,2,Tuesday,22
64,40.8,4.3,6.9,885.5,Ride,62897325,17,0,0,0,False,4.205,20.2,,33.0,54.1,,,844.2,,,233.6,12,0,,2013,June,22,Saturday,11
65,31.3,2.5,4.8,528.2,Ride,61810359,20,1,0,0,False,5.533,17.9,,29.0,79.6,,,725.4,,,210.3,11,0,,2013,June,20,Thursday,18
66,15.5,1.2,6.1,472.4,Ride,60858151,2,1,1,0,False,5.631,10.5,67.7,27.0,83.2,,,369.5,,,201.8,1,0,,2013,June,16,Sunday,15
67,42.3,3.1,4.8,2231.6,Ride,60601247,19,3,0,0,False,6.062,15.9,71.1,30.0,110.8,,,1244.5,,,545.9,9,0,,2013,June,15,Saturday,12
68,43.8,4.0,8.1,1908.1,Ride,57619444,3,2,2,0,False,4.853,16.0,61.4,37.0,73.6,,,1069.1,,,366.1,1,0,,2013,June,1,Saturday,12
69,30.6,2.7,6.4,531.8,Ride,56497374,23,3,2,0,False,5.149,11.1,67.7,22.0,72.4,,,692.6,,,216.9,5,0,,2013,May,26,Sunday,14
70,51.6,4.9,6.7,720.1,Ride,52574831,54,3,1,0,False,4.73,13.2,61.8,15.0,60.9,,,1069.0,,,227.4,31,0,,2013,May,5,Sunday,6
71,35.6,3.1,4.6,857.6,Ride,52380292,6,2,0,0,False,5.129,9.9,67.9,18.0,73.2,,,816.3,,,214.9,3,0,,2013,May,4,Saturday,14
72,50.5,4.5,7.3,1250.3,Ride,51081050,6,2,1,0,False,4.963,11.5,62.5,21.0,70.8,,,1158.9,,,269.0,1,0,,2013,April,27,Saturday,13
73,30.0,2.1,2.1,1483.6,Ride,48833847,0,3,0,0,False,6.478,13.888,73.3,16.0,105.1,,,783.5,,,545.9,0,0,,2013,April,14,Sunday,14
74,24.8,2.8,5.0,663.7,Ride,48688520,2,1,0,0,False,3.925,13.604,54.0,15.0,52.1,,,529.3,82.7,168.0,144.0,0,0,35.0,2013,April,13,Saturday,14
75,19.5,1.9,2.5,466.5,Ride,47805172,0,0,0,0,False,4.651,8.13,62.1,14.0,56.5,,,381.1,,,216.9,0,0,,2013,April,7,Sunday,13
76,41.8,3.8,6.6,2374.3,Ride,47593917,9,1,1,0,False,4.912,14.448,60.4,12.0,78.4,,,1075.1,,,545.9,5,0,,2013,April,6,Saturday,12
77,31.8,3.5,6.4,824.8,Ride,46676560,8,1,0,0,False,4.086,10.342,61.2,17.0,46.9,,,587.5,,,216.5,0,0,,2013,March,30,Saturday,13
78,10.5,1.2,1.5,764.4,Ride,38143262,1,0,0,0,False,3.761,10.312,54.7,13.0,54.0,,,241.3,,,312.3,0,0,,2013,January,20,Sunday,12
79,29.4,3.0,145.9,620.7,Ride,38122626,4,0,0,0,False,4.321,12.916,60.0,12.0,52.0,,,569.2,,,212.3,3,0,,2013,January,13,Sunday,14
80,15.5,1.6,1.8,769.0,Ride,26948007,0,0,0,0,False,4.201,10.88,55.0,12.0,51.6,,,305.8,103.3,147.0,421.9,0,0,23.0,2012,November,3,Saturday,13
81,40.3,3.4,6.8,748.7,Ride,22241246,33,0,0,0,False,5.318,10.886,74.5,24.0,68.0,,,828.7,125.3,167.0,217.2,15,0,75.0,2012,September,16,Sunday,14
82,106.4,9.4,11.1,1988.2,Ride,21457090,38,0,0,0,False,5.072,13.716,66.9,25.0,64.7,,,2185.2,111.7,166.0,220.8,9,0,164.0,2012,September,9,Sunday,6
83,19.4,1.8,1.8,367.8,Ride,20660624,31,0,0,0,False,4.729,11.629,,,59.0,,,390.5,,,211.9,13,0,,2012,September,2,Sunday,21
84,18.9,2.1,2.4,327.4,Ride,20660627,0,0,0,0,False,4.098,12.206,,,45.7,,,339.5,,,201.8,0,0,,2012,September,2,Sunday,13
85,50.4,4.4,9.6,1261.2,Ride,20537085,70,0,0,0,False,5.166,11.74,70.3,31.0,74.6,,,1171.8,132.8,179.0,242.5,31,0,126.0,2012,September,1,Saturday,13
86,31.1,2.7,4.0,557.4,Ride,20233106,31,0,0,0,False,5.164,11.048,72.1,25.0,67.5,,,654.5,119.6,169.0,201.8,10,0,56.0,2012,August,29,Wednesday,18
87,65.4,6.4,10.5,923.6,Ride,19740362,49,0,0,0,False,4.566,10.237,60.3,28.0,48.7,,,1123.3,120.6,173.0,214.9,13,0,137.0,2012,August,25,Saturday,11
88,37.4,3.3,5.6,894.4,Ride,19108373,13,0,0,0,False,5.056,11.697,64.1,24.0,64.8,,,771.2,,,258.9,7,0,,2012,August,19,Sunday,17
89,32.2,3.5,6.1,1461.3,Ride,18982405,0,0,0,0,False,4.148,15.954,49.2,25.0,56.2,,,702.3,108.4,172.0,545.6,0,0,57.0,2012,August,18,Saturday,15
90,24.3,2.3,2.8,1164.7,Ride,18419677,74,0,0,0,False,4.782,16.32,65.4,27.0,71.0,,,580.6,133.6,182.0,314.3,30,0,81.0,2012,August,13,Monday,19
91,30.3,2.7,5.3,768.0,Ride,17996847,64,0,0,0,False,5.1,13.604,,31.0,77.6,,,740.7,,,201.8,7,0,,2012,August,11,Saturday,14
92,1.3,0.1,0.2,34.1,Ride,17996827,0,0,0,0,False,4.097,9.814,,28.0,43.3,,,21.8,,,163.4,0,0,,2012,August,6,Monday,20
93,19.9,2.3,2.9,437.3,Ride,17997731,2,0,0,0,False,3.93,14.547,,,49.6,,,403.5,,,214.2,1,0,,2012,August,5,Sunday,13
94,15.3,1.0,1.0,163.7,Ride,17997703,5,0,0,0,False,6.693,12.051,,,97.6,,,358.1,,,215.2,2,0,,2012,August,4,Saturday,17
95,31.9,2.7,5.4,688.6,Ride,17997649,10,0,0,0,False,5.204,14.715,,,74.2,,,732.4,,,213.6,1,0,,2012,August,2,Thursday,18
96,21.4,1.8,1.9,621.7,Ride,17997553,30,0,0,0,False,5.432,12.967,,,88.4,,,559.8,,,201.8,3,0,,2012,July,30,Monday,19
97,35.8,2.8,3.9,521.7,Ride,17997483,18,0,0,0,False,5.657,20.524,,,82.1,,,837.7,,,212.6,14,0,,2012,July,25,Wednesday,18
98,49.2,3.9,4.1,1976.7,Ride,14097249,6,0,0,0,False,5.687,13.639,,,106.7,,,1485.6,,,627.0,3,0,,2012,July,21,Saturday,10
99,10.6,0.8,2.8,343.2,Ride,20538133,1,0,0,0,False,6.023,14.265,,,106.0,,,299.3,,,201.8,0,0,,2012,July,19,Thursday,18
100,10.9,0.8,1.9,258.5,Ride,20538134,2,0,0,0,False,5.868,16.875,,,91.9,,,275.3,,,201.8,0,0,,2012,July,12,Thursday,18
101,21.9,2.0,2.7,609.3,Ride,20538135,8,0,0,0,False,4.783,11.894,,,77.5,,,569.6,,,316.6,0,0,,2012,July,4,Wednesday,14
102,11.8,1.5,1.7,317.6,Ride,12251971,1,0,0,0,False,3.606,9.276,,,43.2,,,227.4,,,202.1,1,0,,2012,July,1,Sunday,19
103,10.8,1.3,1.4,184.7,Ride,12252019,0,0,0,0,False,3.663,23.386,,,38.5,,,183.3,,,201.4,0,0,,2012,July,1,Sunday,13
104,10.6,1.4,2.9,345.8,Ride,12252081,0,0,0,0,False,3.335,7.591,,,42.1,,,214.4,,,186.7,0,0,,2012,June,30,Saturday,12
105,10.9,1.0,1.1,304.1,Ride,11982207,6,0,0,0,False,4.679,13.532,,,68.2,,,256.2,,,202.1,1,0,,2012,June,27,Wednesday,22
106,10.1,0.9,0.9,128.3,Ride,11982157,1,0,0,0,False,5.166,11.28,,,64.5,,,203.6,,,174.9,1,0,,2012,June,27,Wednesday,17
107,7.8,0.8,0.9,112.5,Ride,11732903,2,0,0,0,False,4.245,18.441,,,52.2,,,154.8,,,79.1,0,0,,2012,June,23,Saturday,21
108,17.2,1.6,2.0,220.8,Ride,11732890,3,0,0,0,False,4.651,14.182,,,57.6,,,342.2,,,201.8,0,0,,2012,June,23,Saturday,12
109,26.7,2.2,2.4,424.5,Ride,11732854,9,0,0,0,False,5.391,20.207,,,90.9,,,723.5,,,201.8,4,0,,2012,June,19,Tuesday,19
110,14.2,1.3,1.3,483.6,Ride,11732833,2,0,0,0,False,4.865,14.595,,,79.6,,,372.9,,,211.6,2,0,,2012,June,17,Sunday,21
111,4.1,0.4,0.5,42.0,Ride,11732792,1,0,0,0,False,4.11,13.052,,,54.1,,,87.4,,,78.7,0,0,,2012,June,17,Sunday,14
112,2.1,0.3,0.3,86.0,Ride,11732760,0,0,0,0,False,3.567,8.269,,,57.0,,,55.1,,,82.7,0,0,,2012,June,16,Saturday,18
113,2.4,0.2,0.2,43.0,Ride,11732689,0,0,0,0,False,4.463,11.911,,,67.0,,,58.6,,,78.7,0,0,,2012,June,16,Saturday,17
114,34.8,3.6,6.0,534.1,Ride,11732533,6,0,0,0,False,4.265,12.329,,,49.1,,,643.6,,,201.8,1,0,,2012,June,3,Sunday,7
115,12.4,1.3,1.4,283.5,Ride,11732479,2,0,0,0,False,4.222,12.033,,,53.1,,,251.2,,,201.8,2,0,,2012,June,2,Saturday,12
116,11.9,1.3,1.7,169.6,Ride,11732411,1,0,0,0,False,4.027,12.185,,,42.7,,,203.7,,,249.3,1,0,,2012,May,26,Saturday,15
117,8.4,1.1,1.5,353.3,Ride,11732225,2,0,0,0,False,3.522,12.67,,,61.7,,,235.8,,,253.3,0,0,,2012,May,16,Wednesday,19
