XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,0,0,0,9,12337708,Santa Clara from 6th to Pacific Ave,182,"Feb 27, 2022, 3:08:20 PM"
