Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.type"">Type</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.start_time"">Start Time</span>",Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,"<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.jump_count"">Jump Count</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.total_grit"">Total Grit</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_flow"">Avg Flow</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.flagged"">Flagged</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.avg_elapsed_speed"">Avg Elapsed Speed</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.dirt_distance"">Dirt Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_distance"">Newly Explored Distance</span>","<span class=""translation_missing"" title=""translation missing: en-US.lib.export.portability_exporter.activities.horton_values.newly_explored_dirt_distance"">Newly Explored Dirt Distance</span>"
19740362,"Aug 25, 2012, 3:10:31 PM",Ride to Far Rockaway beach,Ride,"",37625,105.30,173.0,137,false,Caadie,activities/22491180.fit.gz,65.7708969116211,8.164660453796387,37625.0,23062.0,105300.078125,10.236666679382324,,281.4989013671875,,0.0,65.53318786621094,960.7843017578125,2.5848255972960033e-05,,,140.0,60.27667236328125,173.0,120.63873291015625,,48.70964050292969,1252.5250244140625,,28.0,137.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,326351.0,,,,,,,,,,,,,,,
20233106,"Aug 29, 2012, 10:52:26 PM","08/29/2012 New York, NY",Ride,"",14409,50.07,169.0,56,false,Caadie,activities/23092673.fit.gz,65.7708969116211,8.164660453796387,14409.0,9697.0,50070.8203125,11.048333168029785,,169.9143829345703,,-0.1912524551153183,61.52273178100586,40.1337776184082,-0.002436751266941428,,,156.0,72.13092803955078,169.0,119.6112060546875,,67.49280548095703,729.7426147460938,,25.0,56.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,326351.0,,,,,,,,,,,,,,,
20537085,"Sep 1, 2012, 5:13:19 PM","09/01/2012 New York, NY",Ride,"",34409,81.10,179.0,126,false,Caadie,activities/23423121.fit.gz,65.7708969116211,8.164660453796387,34409.0,15700.0,81104.9609375,11.739999771118164,,384.3665466308594,,-0.2590985596179962,73.94828033447266,112.64080047607422,-0.0005333321751095355,,,209.0,70.27686309814453,179.0,132.8483428955078,,74.63551330566406,1306.53173828125,,31.0,126.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,326351.0,,,,,,,,,,,,,,,
20538133,"Jul 19, 2012, 10:15:48 PM","07/19/2012 New York, NY",Ride,"",9955,17.01,,,false,Red Barron,activities/23424195.gpx.gz,65.7708969116211,12.246999740600586,9955.0,2824.0,17010.0,14.265399932861328,,104.59700012207031,,5.31171989440918,61.455299377441406,38.6708984375,0.1132659986615181,,,,,,,,105.97899627685547,333.7024230957031,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,232108.0,,,,,,,,,,,,,,,
20538134,"Jul 12, 2012, 10:58:59 PM","07/12/2012 New York, NY",Ride,"",6779,17.56,,,false,Red Barron,activities/23424194.gpx.gz,65.7708969116211,12.246999740600586,6779.0,2994.0,17568.900390625,16.87529945373535,,78.81079864501953,,5.019859790802002,61.537200927734375,45.097999572753906,-0.15761099755764008,,,,,,,,91.94249725341797,306.93255615234375,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,232108.0,,,,,,,,,,,,,,,
20538135,"Jul 4, 2012, 6:54:00 PM","07/04/2012 New York, NY",Ride,"",9687,35.17,,,false,Red Barron,activities/23424193.gpx.gz,65.7708969116211,12.246999740600586,9687.0,7354.0,35171.1015625,11.89430046081543,,185.71299743652344,,0.0,96.52729797363281,38.9567985534668,-0.01019319985061884,,,,,,,,77.45159912109375,635.0806884765625,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,232108.0,,,,,,,,,,,,,,,
20660624,"Sep 3, 2012, 1:05:41 AM","09/02/2012 Manhattan, NY",Ride,"",6629,31.28,,,true,Red Barron,activities/23558796.gpx.gz,65.7708969116211,12.246999740600586,6629.0,6614.0,31280.5078125,11.629192352294922,,112.14309692382812,,0.0,64.64043426513672,32.64316177368164,-0.04465092346072197,,,,,,,,59.04581832885742,435.43975830078125,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,232108.0,,,,,,,,,,,,,,,
20660627,"Sep 2, 2012, 5:35:32 PM","09/02/2012 New York, NY",Ride,"",8583,30.41,,,true,Red Barron,activities/23558797.gpx.gz,65.7708969116211,12.246999740600586,8583.0,7422.0,30413.30078125,12.205900192260742,,99.79440307617188,,-0.13786500692367554,61.52190017700195,23.67639923095703,0.010418199934065342,,,,,,,,45.7422981262207,378.5417785644531,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,232108.0,,,,,,,,,,,,,,,
21457090,"Sep 9, 2012, 10:04:39 AM",NYC Century Ride 2012,Ride,"",39811,171.28,166.0,164,false,Caadie,activities/24435531.fit.gz,65.7708969116211,8.164660453796387,39811.0,33767.0,171283.0,13.715999603271484,,606.031005859375,,-0.2878339886665344,67.28589630126953,289.4739990234375,-0.0021879898849874735,,,237.0,66.89099884033203,166.0,111.69200134277344,,64.71309661865234,2436.46142578125,,25.0,164.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,326351.0,,,,,,,,,,,,,,,
22241246,"Sep 16, 2012, 6:37:40 PM","09/16/2012 New York, NY",Ride,"",24447,64.85,167.0,75,false,Caadie,activities/25327978.fit.gz,65.7708969116211,8.164660453796387,24447.0,12194.0,64849.05859375,10.88599967956543,,228.21995544433594,,-0.3424053192138672,66.17382049560547,139.24050903320312,-0.019627444446086884,,,196.0,74.46651458740234,167.0,125.28899383544922,,67.95751190185547,923.9712524414062,,24.0,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,326351.0,,,,,,,,,,,,,,,
