Date of Birth,Weight,Functional Threshold Power,Maximum Heartrate,Athlete Type,Measurement Preference,Date Preference,Chart Preference,Email Language,Pace Zone Time,Pace Zone Distance,Default Leaderboard View
"Oct 8, 1978",173.0 lb,216 W,185,Cyclist,Imperial,mm/dd/YYYY,Week,English (US),--:--,"",All
